input_group,alternative,criterion,manager,value,value_low,value_high,direction,source_file,locator,note
manager_rating,SFT-6,PC,Mang-5,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,F,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CMI,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,QSS,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,MSC,Mang-5,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CS,Mang-5,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,RS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,IC,Mang-6,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,SFR,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,EU,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,EIS,Mang-6,9,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,SR,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,PC,Mang-6,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,F,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,CMI,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,QSS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,MSC,Mang-6,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,CS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N48,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,RS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,IC,Mang-6,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,SFR,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,EU,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,EIS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,SR,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,PC,Mang-6,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,F,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,CMI,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,QSS,Mang-6,9,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,MSC,Mang-6,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,CS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N49,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,RS,Mang-6,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,IC,Mang-6,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,SFR,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,EU,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,EIS,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,SR,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,PC,Mang-6,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,F,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CMI,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,QSS,Mang-6,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,MSC,Mang-6,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CS,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N50,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,RS,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,IC,Mang-6,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SFR,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EU,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EIS,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SR,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,PC,Mang-6,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,F,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CMI,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,QSS,Mang-6,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,MSC,Mang-6,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CS,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N51,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,RS,Mang-6,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,IC,Mang-6,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SFR,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EU,Mang-6,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EIS,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SR,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,PC,Mang-6,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,F,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CMI,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,QSS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,MSC,Mang-6,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CS,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N52,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,RS,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,IC,Mang-6,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SFR,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EU,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EIS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SR,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,PC,Mang-6,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,F,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CMI,Mang-6,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,QSS,Mang-6,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,MSC,Mang-6,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CS,Mang-6,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N53,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,RS,Mang-7,9,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,IC,Mang-7,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,SFR,Mang-7,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,EU,Mang-7,2,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,EIS,Mang-7,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,SR,Mang-7,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,PC,Mang-7,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,F,Mang-7,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,CMI,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,QSS,Mang-7,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,MSC,Mang-7,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,CS,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N57,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,RS,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,IC,Mang-7,2,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,SFR,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,EU,Mang-7,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,EIS,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,SR,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,PC,Mang-7,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,F,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,CMI,Mang-7,2,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,QSS,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,MSC,Mang-7,7,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,CS,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N58,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,RS,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,IC,Mang-7,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,SFR,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,EU,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,EIS,Mang-7,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,SR,Mang-7,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,PC,Mang-7,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,F,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CMI,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,QSS,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,MSC,Mang-7,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CS,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N59,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,RS,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,IC,Mang-7,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SFR,Mang-7,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EU,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EIS,Mang-7,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SR,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,PC,Mang-7,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,F,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CMI,Mang-7,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,QSS,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,MSC,Mang-7,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CS,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N60,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,RS,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,IC,Mang-7,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SFR,Mang-7,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EU,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EIS,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SR,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,PC,Mang-7,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,F,Mang-7,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CMI,Mang-7,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,QSS,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,MSC,Mang-7,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CS,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N61,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,RS,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,IC,Mang-7,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SFR,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EU,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EIS,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SR,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,PC,Mang-7,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,F,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CMI,Mang-7,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,QSS,Mang-7,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,MSC,Mang-7,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M62,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CS,Mang-7,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N62,1–9 alternative performance rating; public raw supplement
global_rough_weight,,EIS,,,0.026,0.03,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,SR,,,0.052,0.061,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,CMI,,,0.012,0.013,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,CS,,,0.031,0.04,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,EU,,,0.092,0.128,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,RS,,,0.068,0.094,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,SFR,,,0.013,0.018,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,QSS,,,0.032,0.043,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,F,,,0.049,0.075,benefit,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,IC,,,0.063,0.064,cost,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,PC,,,0.303,0.347,cost,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
global_rough_weight,,MSC,,,0.16,0.19,cost,NP04_Cao_2024,"PDF p11, Table 5 (global rough weights)",Deepest public criterion-weight checkpoint; raw sub-criterion BWM pairwise judgments are not fully supplied.
alternative_alias,SFT-1,,,SAP,,,,NP04_Cao_2024_Supplement_Rough_WISP,Comparisons!C3:D3,Supplement alias to coded alternative
alternative_alias,SFT-2,,,LOGO,,,,NP04_Cao_2024_Supplement_Rough_WISP,Comparisons!C4:D4,Supplement alias to coded alternative
alternative_alias,SFT-3,,,IFS,,,,NP04_Cao_2024_Supplement_Rough_WISP,Comparisons!C5:D5,Supplement alias to coded alternative
alternative_alias,SFT-4,,,NETSIS,,,,NP04_Cao_2024_Supplement_Rough_WISP,Comparisons!C6:D6,Supplement alias to coded alternative
alternative_alias,SFT-5,,,MIKRO,,,,NP04_Cao_2024_Supplement_Rough_WISP,Comparisons!C7:D7,Supplement alias to coded alternative
alternative_alias,SFT-6,,,CANIAS,,,,NP04_Cao_2024_Supplement_Rough_WISP,Comparisons!C8:D8,Supplement alias to coded alternative
